artist_name,artist_id,danceability,energy,valence,tempo_norm,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
Gwen Stefani,546214,0.72730063,0.775826402,0.628043035,0.489671556,0.845567854,1,0.636363636,0.107191304,0.016273834,0.216338917,0.077795816,0.103368482,0.700072622,0.024122807
Thompson Twins,567570,0.749719761,0.680295368,0.760912609,0.461726245,0.710534188,1,0.636363636,0.266825385,0.004017283,0.20053476,0.015203001,0.147343276,0.46768337,0.024122807
Subhumans,582419,0.264705882,0.903613903,0.32209149,0.535003103,0.708417398,1,1,0.03299335,0.003337027,0.347581346,0.142156862,0.058804122,0.343500363,0.024122807
Stone Sour,626939,0.440589302,0.732424648,0.378434565,0.54858814,0.838437687,1,0.363636364,0.121824683,0.020737977,0.29855358,0.028719575,0.134823361,0.687000726,0.024122807
Mandy Moore,673933,0.499372798,0.506210697,0.41911031,0.476214385,0.752636064,1,0,0.399078058,9.71E-05,0.179343237,0.023669738,0.091906016,0.663761801,0.024122807
The Manhattan Transfer,674749,0.625080068,0.479686093,0.599902388,0.508486422,0.689997207,1,0.181818182,0.47468645,0.00208357,0.176721448,0.043897405,0.114286358,0.440087146,0.024122807
Speedy West,742166,0.576838902,0.407560161,0.562229135,0.405610685,0.675339885,1,0.909090909,0.655031543,0.520409891,0.175381491,0.010395429,0.060273185,0.11546841,0.024122807
Spirit,746010,0.427044411,0.449369731,0.413432757,0.466213977,0.684018301,1,1,0.304287033,0.103436645,0.293799484,0.013623549,0.117251272,0.347131445,0.024122807
Andrea Bocelli,751613,0.340837515,0.425015214,0.25566597,0.401384379,0.781909592,1,0.909090909,0.781714874,0.00276219,0.10762491,0.01202522,0.139685981,0.67610748,0.024122807
Bobby Valent脙颅n,765997,0.675923455,0.611359701,0.907762927,0.418395048,0.751245192,0,0.818181818,0.615107099,0.065811146,0.112917437,0.036654585,0.153617862,0.339869281,0.024122807
DeBarge,816517,0.622678018,0.557638237,0.657555192,0.537919275,0.714669941,1,0.454545455,0.292906205,0.001256738,0.102356857,0.017323618,0.136376401,0.482933914,0.024122807
Loreena McKennitt,829267,0.279184905,0.283228288,0.144691117,0.47425822,0.694253473,0,0.363636364,0.736156123,0.108359706,0.183176495,0.015668655,0.171921384,0.368191721,0.024122807
Mark Knopfler,831236,0.450197502,0.363940219,0.242148574,0.423947223,0.629443949,1,0.636363636,0.540343262,0.460214013,0.099010022,0.012195122,0.15058303,0.458242556,0.024122807
Deadmau5,879144,0.724431515,0.608440698,0.364453821,0.551436362,0.773911724,1,0.090909091,0.040767577,0.510236684,0.192859066,0.051920511,0.198002168,0.595497458,0.024122807
Miguel Bos脙漏,892775,0.648900395,0.572026862,0.655022225,0.470688654,0.699741817,1,0.818181818,0.211834778,0.023656109,0.163673686,0.021448438,0.128810591,0.622004357,0.024122807
Art Blakey,928942,0.533668731,0.389869229,0.56717151,0.459663301,0.660366391,0,0.454545455,0.739546157,0.269769706,0.322012017,0.027505097,0.168884485,0.167755991,0.024122807
Al Stewart,933883,0.510115298,0.559997028,0.510148858,0.468767971,0.717192225,1,0.181818182,0.229416889,0.017710553,0.118289504,0.010590501,0.160758995,0.393609296,0.024122807
Camel,943268,0.245622931,0.433683771,0.293734613,0.544623927,0.654231525,0,0.181818182,0.411832914,0.578646998,0.197402073,0.015530217,0.198887643,0.432824982,0.024122807
Young the Giant,2577980,0.502241914,0.734665499,0.429341027,0.566583921,0.819019357,1,0,0.094944216,0.002154861,0.213230705,0.022458406,0.123390449,0.705156137,0.024122807
PJ Harvey,335,0.521909201,0.494124216,0.487030151,0.542102372,0.667323285,1,0,0.18852491,0.147007671,0.136092567,0.015744739,0.115911263,0.568275346,0.023391813
Stephen Marley,24309,0.77069928,0.660111622,0.742051083,0.533671241,0.814938169,0,0.545454545,0.073952268,1.21E-05,0.156737964,0.140253628,0.133309171,0.549943883,0.023391813
Boney James,81849,0.61138151,0.552389927,0.560675282,0.425870746,0.741626295,0,0.454545455,0.268527918,0.529402582,0.123289269,0.015051024,0.152218741,0.475121586,0.023391813
Cheo Feliciano,108554,0.567178133,0.592519752,0.754558662,0.426556355,0.764657591,0,0.454545455,0.662254739,0.063613257,0.211049542,0.046469185,0.154227725,0.419753086,0.023391813
Debbie Reynolds,233035,0.39314882,0.278383117,0.476794941,0.363094222,0.620281243,1,0,0.819702871,0.00396884,0.168059837,0.030572088,0.068335696,0.253273476,0.023391813
Pure Prairie League,371879,0.438177144,0.42868921,0.529390423,0.544405094,0.616058145,1,0.818181818,0.413589524,0.000739239,0.109729498,0.016263404,0.122238338,0.412270857,0.023391813
Eros Ramazzotti,601079,0.613203267,0.544825713,0.467298093,0.594681666,0.735307716,1,1,0.214743027,5.01E-05,0.152142393,0.009647178,0.149516469,0.654695099,0.023391813
Lalo Schifrin,781932,0.441683166,0.495023416,0.675439476,0.432604925,0.658561561,0,0,0.547614242,0.453767008,0.15621789,0.020328445,0.08077727,0.294051627,0.023391813
John Michael Montgomery,811897,0.612893912,0.583770782,0.525985052,0.556555517,0.758030789,1,0.727272727,0.271917237,1.43E-05,0.198933373,0.022860181,0.106110091,0.638234194,0.023391813
John Hiatt,812046,0.615128142,0.617095853,0.690906863,0.477046921,0.73465548,1,0.636363636,0.284161378,0.009023647,0.148678379,0.011990898,0.134014395,0.454545455,0.023391813
The Paragons,893111,0.566834406,0.440081098,0.753349278,0.479470694,0.75750418,1,0.636363636,0.597449999,0.091575465,0.184119119,0.021174518,0.07364754,0.313879536,0.023391813
Colt Ford,1028746,0.623480724,0.705527284,0.632665467,0.566328207,0.809420095,1,0.636363636,0.152161121,1.58E-06,0.152132937,0.065047134,0.115428366,0.642723532,0.023391813
Leon Bridges,3380137,0.606191223,0.496675998,0.431716737,0.422146453,0.788775703,1,0.545454545,0.420624336,0.011523493,0.120963115,0.026617264,0.103234931,0.784137673,0.023391813
Sheena Easton,11754,0.563435799,0.464797698,0.544255107,0.444661747,0.706175131,1,0.727272727,0.58973352,0.000305381,0.183189879,0.03418512,0.109997856,0.55787037,0.022660819
Sevendust,16132,0.516716765,0.892358048,0.454458331,0.449392619,0.843725144,1,0.090909091,0.02644066,0.033691987,0.20201659,0.051715608,0.111888389,0.553240741,0.022660819
Shenandoah,21292,0.623411978,0.56999609,0.62459959,0.428035056,0.72432,1,0.909090909,0.439381962,1.55E-06,0.110814957,0.004359221,0.103154306,0.50617284,0.022660819
Chuck Mangione,21747,0.476980774,0.42648393,0.517440792,0.489687895,0.660480037,1,0.909090909,0.398572432,0.443356564,0.206898793,0.026877407,0.249820591,0.386574074,0.022660819
Sleeping at Last,27221,0.365287545,0.262984702,0.224098094,0.461956352,0.710498566,1,0.272727273,0.825865787,0.023197595,0.148104327,0.015110184,0.124678188,0.74691358,0.022660819
The 5th Dimension,28772,0.380387931,0.483343692,0.540710497,0.529821349,0.718264178,1,0.636363636,0.518567534,0.00434499,0.184620085,0.010222775,0.09295582,0.447530864,0.022660819
Shirley Bassey,29867,0.343594034,0.399949374,0.382371475,0.479305371,0.722034756,1,0.636363636,0.641691404,0.003201544,0.192908779,0.028194534,0.093644213,0.447530864,0.022660819
Soft Cell,38579,0.544719828,0.559469986,0.575303261,0.617452727,0.717795681,1,0.454545455,0.33875435,0.000630464,0.305478989,0.066738875,0.163814305,0.445987654,0.022660819
The Ames Brothers,46184,0.393822312,0.402925505,0.493580318,0.522779812,0.754119315,1,0.909090909,0.772652882,0.064988155,0.228000832,0.022561644,0.079145564,0.119598765,0.022660819
Augustus Pablo,52151,0.809012024,0.455900634,0.549637662,0.496425706,0.689996144,1,0.818181818,0.150358702,0.788540596,0.103969472,0.073170732,0.080466075,0.412808642,0.022660819
Ken Elkinson,74952,0.469926838,0.044035458,0.20320459,0.31939572,0.400601666,1,0.636363636,0.99880773,0.969874101,0.095966819,0.044307606,0.139467541,0,0.022660819
LeAnn Rimes,118791,0.534511116,0.55777829,0.369518983,0.473718091,0.783626383,1,0.181818182,0.367161758,2.76E-05,0.104879603,0.010129172,0.118061031,0.633487654,0.022660819
Exodus,125822,0.243633734,0.964725018,0.276637084,0.530093422,0.833229892,1,0.363636364,0.001268109,0.246362717,0.244968275,0.216075631,0.147473206,0.476851852,0.022660819
Everything But the Girl,127360,0.56846926,0.422392533,0.433157853,0.520568551,0.669782955,1,1,0.501269889,0.029332469,0.080637612,0.013064292,0.116078726,0.520447531,0.022660819
Crowded House,130173,0.486870463,0.544620659,0.613571916,0.440426298,0.628312625,1,0.818181818,0.190784822,0.00086595,0.12771089,0.014441592,0.106845127,0.591049383,0.022660819
Joan Armatrading,133969,0.603703494,0.28099186,0.489182377,0.497446425,0.56283292,1,0.909090909,0.55803921,0.010983719,0.096727429,0.032620614,0.107180542,0.44058642,0.022660819
脙鈥癲ith Piaf,150629,0.370604583,0.348634614,0.477892139,0.479207211,0.764433042,1,0.636363636,0.890875893,4.21E-06,0.283245787,0.070355958,0.100951017,0.5,0.022660819
Everclear,152023,0.461703153,0.915352574,0.532787639,0.562476883,0.840677649,1,0.636363636,0.055105782,0.054287962,0.17902928,0.099874305,0.106222672,0.56404321,0.022660819
Clutch,154417,0.450856397,0.800943841,0.570708397,0.465411858,0.801090349,1,0.818181818,0.108084939,0.051289292,0.301285885,0.035963575,0.133491068,0.502314815,0.022660819
En Vogue,160690,0.700615358,0.560785749,0.643701098,0.560562768,0.748621623,1,0.454545455,0.229856147,3.41E-05,0.173477481,0.049535997,0.157535621,0.56095679,0.022660819
Grace Jones,161920,0.757897573,0.61629842,0.789686499,0.512995138,0.692647449,0,0.818181818,0.079281007,0.090598792,0.111061993,0.02733205,0.177552213,0.493055556,0.022660819
Carla Thomas,170454,0.62419181,0.333540932,0.70750407,0.569744258,0.655211321,1,0.727272727,0.369791028,0.001701891,0.172963907,0.020585954,0.075505216,0.362654321,0.022660819
Fred Neil,170815,0.534936479,0.329744015,0.494518983,0.514157761,0.636846514,1,0.181818182,0.521221904,0.072473864,0.128770543,0.019977535,0.10311969,0.345679012,0.022660819
Firehouse,175049,0.502750681,0.730707154,0.406277897,0.547768574,0.725654692,1,0.090909091,0.01723666,0.024068945,0.154273715,0.012643079,0.132590943,0.521604938,0.022660819
Dispatch,175459,0.561167196,0.61222582,0.555059602,0.468885147,0.804743426,1,0.363636364,0.446466557,0.034456719,0.11756943,0.05477776,0.136005388,0.550154321,0.022660819
Gary Numan,183858,0.544790721,0.56266541,0.47369112,0.482908472,0.724088011,1,0,0.1307571,0.304934198,0.188156595,0.024831515,0.131059426,0.451388889,0.022660819
Gene Clark,194036,0.441888328,0.421753449,0.464567033,0.462020903,0.672345381,1,0.363636364,0.421849313,0.135850945,0.136695184,0.008634868,0.137766866,0.381944444,0.022660819
Johnny Griffin,213510,0.496370236,0.298384995,0.53946332,0.594108496,0.549856588,1,0,0.814068587,0.24214395,0.567037653,0.033202289,0.271344728,0.121141975,0.022660819
Dido,217344,0.612210753,0.63490707,0.404046106,0.430342165,0.793359384,0,0.727272727,0.13902749,0.001026873,0.206164188,0.046253209,0.156139038,0.597993827,0.022660819
Walk the Moon,230297,0.51792196,0.800317287,0.556464318,0.566255676,0.842092181,1,0.090909091,0.015173254,0.000137843,0.210740847,0.03092239,0.114976003,0.704475309,0.022660819
Robert Earl Keen,286561,0.556133734,0.441740516,0.601428346,0.448686651,0.592028911,1,0.636363636,0.449233879,0.001420824,0.325183326,0.056322208,0.123999831,0.472222222,0.022660819
Sarah Brightman,293490,0.309104186,0.24990539,0.183745339,0.41362745,0.588969365,1,0.636363636,0.73727383,0.017789592,0.174072316,0.029097133,0.143913419,0.517746914,0.022660819
Richie Havens,295545,0.552234574,0.374573943,0.617838576,0.499353782,0.599161826,1,0.181818182,0.570594444,0.008501853,0.356160287,0.034285409,0.130853457,0.37654321,0.022660819
Love and Rockets,296903,0.42590177,0.646623627,0.434103082,0.558838216,0.739665936,1,0.181818182,0.011428052,0.171869773,0.194820054,0.019141795,0.172440386,0.425925926,0.022660819
Percy Faith,305541,0.091102115,0.348759925,0.121937851,0.371228675,0.691107884,1,0,0.897213751,0.865782374,0.166085916,0.013415303,0.09873687,0.216049383,0.022660819
Mercyful Fate,343954,0.217970168,0.835654924,0.395512787,0.569512018,0.729761202,1,0.363636364,0.004032311,0.589645427,0.310647233,0.067387409,0.180377603,0.451388889,0.022660819
Natalie Merchant,372322,0.617669578,0.334913084,0.367608833,0.570827927,0.677046928,1,0.090909091,0.581011121,0.08952811,0.127242823,0.02211703,0.146204423,0.538580247,0.022660819
Regina Spektor,386560,0.591509755,0.388044851,0.359344641,0.472768502,0.75138591,1,0.454545455,0.661056383,0.038578297,0.093255929,0.020612698,0.103921534,0.639660494,0.022660819
The McGuire Sisters,397412,0.437032101,0.228361336,0.386651263,0.35464075,0.695907349,1,0.090909091,0.776982706,0,0.180570002,0.011085259,0.067723122,0.148919753,0.022660819
Ravi Shankar,404463,0.421080989,0.358477775,0.381616605,0.550107691,0.551903818,1,0.090909091,0.698543871,0.431173786,0.308963491,0.104634681,0.426419697,0.230709877,0.022660819
Sugarland,484880,0.530363827,0.722875231,0.494105446,0.527912214,0.861674932,1,0.090909091,0.230744702,2.61E-05,0.13590207,0.026262302,0.11795887,0.608410494,0.022660819
Thirty Seconds to Mars,485365,0.412928199,0.83014125,0.247820722,0.594729463,0.845825098,1,0.545454545,0.017543595,0.078978173,0.243434055,0.047015404,0.138547384,0.668209877,0.022660819
The Stone Roses,564333,0.386910163,0.776445585,0.496205955,0.49894336,0.769577478,1,0.636363636,0.069260421,0.149736073,0.258776264,0.03070844,0.147850607,0.668209877,0.022660819
Toad the Wet Sprocket,610339,0.461703153,0.665608208,0.476776243,0.59662046,0.767299766,1,0,0.239938612,0.027026822,0.160267579,0.015504653,0.107402192,0.500771605,0.022660819
Asia,623254,0.306587455,0.772999539,0.417239931,0.538485723,0.755950372,1,0,0.189369158,0.00023823,0.218346942,0.033409553,0.148031447,0.449845679,0.022660819
The Cadillacs,636044,0.470777564,0.501952342,0.740652733,0.531673581,0.750444395,1,0.727272727,0.785140344,1.63E-05,0.26708446,0.041566378,0.063336617,0.137345679,0.022660819
Bunny Berigan,639789,0.606610141,0.28785889,0.698806648,0.613889458,0.664382427,1,0.454545455,0.94653609,0.554746191,0.196224256,0.047015404,0.088215729,0.045138889,0.022660819
Manowar,673208,0.407894737,0.798061693,0.280851231,0.505228072,0.688807576,1,0.363636364,0.021451788,0.144948761,0.164519191,0.052665009,0.154141522,0.557098765,0.022660819
Manu Chao,674161,0.677433076,0.582777789,0.786470094,0.56368254,0.748886753,0,0.818181818,0.608100757,0.086551619,0.28125,0.038744919,0.087221303,0.698302469,0.022660819
Yaz,680522,0.762789247,0.462542104,0.721485585,0.536210622,0.608873738,1,0.818181818,0.288490744,0.055878745,0.126027148,0.047523534,0.116489253,0.412037037,0.022660819
Gojira,721409,0.279435118,0.922369978,0.156691435,0.482409494,0.868264781,1,0.181818182,0.001334764,0.174632323,0.212405086,0.067715019,0.179425183,0.576388889,0.022660819
Great White,799100,0.583711434,0.626197971,0.449141417,0.557129668,0.680282726,1,0.818181818,0.093682565,0.160305103,0.163095486,0.018426401,0.162756469,0.496141975,0.022660819
John Cafferty & the Beaver Brown Band,810912,0.492612863,0.643428202,0.581342225,0.571699628,0.736967931,1,0.818181818,0.15739981,0.060721306,0.259211827,0.032727589,0.113423787,0.424382716,0.022660819
Mad Season,814871,0.398111388,0.56429445,0.321272909,0.493458153,0.758946649,1,0.818181818,0.097556126,0.112153366,0.201555024,0.018754012,0.185211956,0.531635802,0.022660819
Uriah Heep,835648,0.343806715,0.604957795,0.521622118,0.489339357,0.714124527,1,0.818181818,0.009504135,0.14578822,0.207405866,0.026235558,0.143965734,0.462962963,0.022660819
New York Dolls,866786,0.371455309,0.778199936,0.559615082,0.626198544,0.720300863,1,0.818181818,0.036039434,0.007438969,0.248940347,0.055279204,0.115529148,0.394290123,0.022660819
The Time,919812,0.748539587,0.504095156,0.699430237,0.494726049,0.636909783,1,1,0.081852734,0.027112992,0.193792906,0.060661371,0.229566021,0.414351852,0.022660819
Thousand Foot Krutch,924306,0.528697822,0.827196447,0.57162737,0.586266388,0.856579455,0,1,0.003722509,6.12E-05,0.15305804,0.047630509,0.106920042,0.661265432,0.022660819
Adolescents,927373,0.397827813,0.929074104,0.460858321,0.434852533,0.78746475,1,0.181818182,0.004190425,0.001159905,0.298386468,0.05630215,0.054460817,0.395061728,0.022660819
Arlo Guthrie,927736,0.532384301,0.468243744,0.585083758,0.537959715,0.683889103,1,0.454545455,0.585773927,0.00165655,0.293075203,0.036919662,0.143028681,0.369598765,0.022660819
Hank Williams III,947752,0.619441924,0.749942357,0.717218926,0.569365846,0.81405011,1,0.363636364,0.210027877,0.000198673,0.303203661,0.0381365,0.10301945,0.533179012,0.022660819
The SteelDrivers,2061191,0.516716765,0.618178082,0.672189256,0.601423174,0.817784533,1,0.818181818,0.675890736,0.016155916,0.152622478,0.01359248,0.116017727,0.594907407,0.022660819
Meghan Trainor,2811293,0.735459676,0.735500291,0.767434228,0.493531239,0.842669141,1,0.090909091,0.18730151,0.000980362,0.227870813,0.112102856,0.087936647,0.817901235,0.022660819
Niall Horan,2854547,0.607673548,0.575008521,0.512123878,0.430697283,0.823905885,1,0,0.294832995,2.02E-05,0.148279852,0.017503744,0.097213761,0.870756173,0.022660819
Jeremy Zucker,3632715,0.701820554,0.313603988,0.485670588,0.419267721,0.686437218,1,0.181818182,0.658257686,0.041741675,0.260232473,0.088558381,0.09435595,0.871141975,0.022660819
Paul Weston,29609,0.18176629,0.177563584,0.140837459,0.369916116,0.550201802,1,0.363636364,0.897784583,0.863408812,0.171859586,0.010787196,0.094267167,0.183193947,0.021929825
Steve Wariner,44751,0.655574908,0.370131474,0.593348162,0.448259595,0.623924414,1,0.090909091,0.299098914,2.34E-05,0.100159713,0.00635637,0.10672855,0.404619673,0.021929825
The Highwaymen,75801,0.641121714,0.462004481,0.585725345,0.479462179,0.648064508,1,0.181818182,0.459067984,0.047566531,0.136058302,0.027140531,0.100198828,0.532457188,0.021929825
Keyshia Cole,92107,0.613422809,0.70056385,0.506990122,0.488373924,0.858715758,0,0.727272727,0.178121332,0.000111825,0.22458847,0.083564537,0.125005638,0.614097969,0.021929825
Chick Corea,110541,0.346349745,0.442510975,0.373038607,0.529206899,0.572188975,0,0.818181818,0.699850713,0.528355933,0.143077636,0.025339214,0.242875298,0.448028674,0.021929825
Jamie Foxx,210830,0.675004391,0.618262969,0.546459371,0.526450534,0.79060987,0,0.090909091,0.247262807,4.60E-05,0.149482945,0.164427099,0.126053164,0.628036639,0.021929825
John Mayall & the Bluesbreakers,238506,0.429629412,0.631392305,0.76725001,0.474501969,0.793160877,1,0,0.271077639,0.081546909,0.234748385,0.054608886,0.087291034,0.380724811,0.021929825
Richard Pryor,295415,0.44737574,0.744867271,0.285623538,0.337113974,0.662866722,1,0.545454545,0.779796382,0.000147483,0.749625882,0.863865998,0.09266933,0.348864994,0.021929825
Luis Fonsi,312004,0.497724079,0.637924634,0.533009336,0.60533607,0.836216984,1,0.818181818,0.354261555,0,0.184908434,0.043321324,0.11601846,0.439267224,0.021929825
Jeffrey Osborne,317108,0.672260113,0.522897431,0.649485969,0.458331084,0.677160444,1,0.636363636,0.354893115,0.001962968,0.160256884,0.025411681,0.138195466,0.40700916,0.021929825
Jimmy Giuffre,360956,0.519422165,0.081156753,0.386380229,0.413029296,0.482417026,1,0.727272727,0.961944514,0.648584825,0.114933195,0.059609094,0.163021963,0.138191955,0.021929825
Martina McBride,368112,0.509286635,0.542559095,0.398983285,0.506411083,0.790395278,1,0.090909091,0.432801602,1.73E-05,0.229698625,0.010997695,0.117568849,0.608920749,0.021929825
Michel Legrand,401066,0.488832621,0.292532578,0.497232918,0.442543294,0.589623834,1,0,0.785237507,0.266402105,0.152811424,0.017768161,0.098175118,0.18956591,0.021929825
Air,607202,0.447558691,0.545210833,0.268507774,0.52598447,0.724771976,0,0.727272727,0.415316806,0.625736731,0.19228343,0.016726021,0.135882195,0.538829152,0.021929825
David Crosby,644880,0.415922662,0.338084255,0.329483529,0.412422073,0.628346884,1,0.181818182,0.478922907,0.002237845,0.103786816,0.010566345,0.125294551,0.411788132,0.021929825
Helen Forrest,673360,0.381659446,0.168715834,0.326597023,0.424531834,0.65813869,1,0.909090909,0.946819482,0.119346848,0.209858607,0.019041506,0.078701464,0.172839506,0.021929825
Trevor Jones,747028,0.258020608,0.35501657,0.135105102,0.482253788,0.62404415,1,0.181818182,0.176946503,0.699035242,0.168417026,0.013496073,0.093360283,0.451612903,0.021929825
Paul Chambers,747984,0.505408056,0.268181865,0.423298375,0.369884727,0.601741309,0,0,0.770209638,0.449361048,0.201168323,0.024000304,0.209540712,0.261250498,0.021929825
Blue October,762097,0.483929512,0.685655911,0.381671023,0.486542894,0.791370274,1,0,0.170334695,0.001180124,0.164652355,0.021929825,0.139370383,0.504181601,0.021929825
Alphaville,790509,0.661612317,0.594526684,0.531213738,0.483394074,0.683916219,0,0.818181818,0.130942246,0.074399264,0.212083185,0.013713473,0.134964506,0.632417364,0.021929825
Buddy Guy,942529,0.556634564,0.498579057,0.547035317,0.41567736,0.69702113,1,0.181818182,0.466796519,0.101260007,0.1672024,0.032955126,0.158728058,0.493428913,0.021929825
Hank Thompson,947816,0.579723084,0.480372614,0.716295718,0.516270925,0.741996907,1,0,0.725093645,8.35E-06,0.152730897,0.027899706,0.072470449,0.171246515,0.021929825
DJ Shadow,949820,0.571892746,0.697200671,0.507057881,0.49828131,0.761460286,0,0.727272727,0.448377469,0.614919474,0.231436682,0.120943587,0.150860601,0.551174831,0.021929825
Alphaville,1459978,0.661612317,0.594526684,0.531213738,0.483394074,0.683916219,0,0.818181818,0.130942246,0.074399264,0.212083185,0.013713473,0.134964506,0.632417364,0.021929825
Upchurch,3067310,0.725060008,0.655807693,0.322077539,0.588919764,0.781775037,1,0.090909091,0.147612492,3.24E-05,0.244354671,0.091259817,0.093029243,0.736758264,0.021929825
Vance Joy,3158075,0.548694456,0.648563923,0.378113709,0.448712809,0.799240996,1,0.636363636,0.32779437,0.002089178,0.155827858,0.020842823,0.123712295,0.737156511,0.021929825
Brent Faiyaz,3606027,0.617813652,0.388758315,0.318215313,0.490734163,0.721358712,1,0.727272727,0.445380964,0.05283922,0.164138991,0.112323492,0.096654492,0.808044604,0.021929825
Stanley Turrentine,12644,0.492702662,0.38139252,0.528190587,0.455423538,0.635981425,1,0.454545455,0.684437431,0.128013286,0.140406352,0.019590643,0.174158786,0.32962963,0.02119883
Leo Kottke,45077,0.350650332,0.425441763,0.597577412,0.456787721,0.573785823,1,0.272727273,0.315981234,0.858752998,0.124876916,0.018613607,0.079253103,0.299176955,0.02119883
The Blues Brothers,47421,0.579022989,0.808424894,0.699452117,0.585172856,0.7992729,1,0.909090909,0.291294462,0.09680954,0.601428472,0.119301811,0.096429494,0.532921811,0.02119883
Silverchair,48265,0.320175439,0.707307455,0.340895167,0.578283466,0.812104413,1,0.181818182,0.039744039,0.00031019,0.115567575,0.015860791,0.128374312,0.617283951,0.02119883
Babatunde Olatunji,56913,0.582425893,0.76231053,0.457858531,0.578527775,0.773867772,0,0,0.350601751,0.262571338,0.121115041,0.067757809,0.149657267,0.157201646,0.02119883
The Chambers Brothers,57124,0.452813067,0.5350135,0.536837683,0.54922819,0.683652695,1,0.818181818,0.255327224,0.049257575,0.198980653,0.037376979,0.139765568,0.284773663,0.02119883
Black Label Society,93565,0.457274652,0.73290427,0.303387071,0.460976628,0.814117798,0,0.909090909,0.08037888,0.079002521,0.201719714,0.031443446,0.152506012,0.566255144,0.02119883
In Flames,96977,0.420447671,0.929191061,0.284755553,0.535769212,0.851687596,0,0.909090909,0.001414656,0.505387804,0.319062479,0.072835545,0.133329821,0.617283951,0.02119883
Kix,98944,0.56284029,0.738785521,0.634091267,0.575696223,0.688844433,1,0.545454545,0.018695805,0.256860841,0.320865405,0.024903723,0.133828265,0.403292181,0.02119883
Krokus,105685,0.465290381,0.706238138,0.59600203,0.5467631,0.68647754,1,0.818181818,0.019581737,0.312854151,0.231079675,0.01957638,0.143667778,0.414814815,0.02119883
Cowboy Junkies,120953,0.436403508,0.206953244,0.355423691,0.528723336,0.489430934,1,0.636363636,0.53313875,0.129270874,0.111628875,0.011474826,0.135139568,0.455967078,0.02119883
Jackson C. Frank,130115,0.433378706,0.286330099,0.350578515,0.561351057,0.663494741,1,0.727272727,0.841766908,0.079914349,0.104652936,0.010861503,0.110845288,0.41399177,0.02119883
James Ingram,147082,0.564957653,0.397271901,0.389907052,0.433610077,0.675876337,1,0,0.586211093,1.92E-05,0.115189654,0.015775211,0.131157573,0.595473251,0.02119883
Bathory,151787,0.203266788,0.849526827,0.21534072,0.515440761,0.770454819,1,1,0.000718349,0.810900994,0.274176548,0.052909713,0.143757055,0.418106996,0.02119883
Gavin DeGraw,158540,0.459392015,0.759904563,0.479703828,0.605730631,0.83675191,1,0.636363636,0.099957923,0,0.200839055,0.036136072,0.110403838,0.699588477,0.02119883
Ethel Merman,171728,0.538528434,0.338225466,0.616061895,0.44097898,0.707641383,1,0,0.850970398,0.000102261,0.181554678,0.070781629,0.091367062,0.153909465,0.02119883
Madness,195874,0.582955233,0.805016441,0.814384989,0.556442123,0.803629878,1,0.636363636,0.150371294,0.016602528,0.168948062,0.030815861,0.087371476,0.422222222,0.02119883
Westlife,201983,0.533424078,0.605655358,0.488105866,0.477084495,0.817245535,1,0.545454545,0.19962971,2.70E-06,0.165536371,0.007816289,0.113134495,0.741152263,0.02119883
Jan & Dean,213165,0.506049606,0.686388912,0.827478163,0.581242484,0.736678798,1,0.727272727,0.528781316,0.093836854,0.206927398,0.020403651,0.066073258,0.297942387,0.02119883
Uncle Tupelo,222927,0.444343617,0.49925816,0.432393355,0.535395921,0.69565427,1,0.181818182,0.26200561,0.099449984,0.162471396,0.013756953,0.102130244,0.424691358,0.02119883
Sammy Kershaw,300749,0.635586811,0.627175395,0.692275377,0.568656037,0.747132975,1,0.909090909,0.258560159,3.33E-06,0.094147424,0.00782342,0.100255934,0.551440329,0.02119883
Little Anthony & the Imperials,308871,0.476028434,0.312929398,0.454567733,0.497428689,0.650620646,1,0.636363636,0.801003814,0.007120484,0.252853477,0.017764941,0.066587258,0.334156379,0.02119883
Screamin' Jay Hawkins,309458,0.567604356,0.468715748,0.687654256,0.549478947,0.714276073,1,0.454545455,0.747188499,0.035453976,0.279099924,0.053209243,0.067831655,0.244444444,0.02119883
Jewel,347151,0.49137931,0.312862566,0.4136078,0.430142526,0.677056569,1,0.636363636,0.662213179,0.001077068,0.236980792,0.01590358,0.118146204,0.557201646,0.02119883
Melvins,349157,0.430958862,0.665537199,0.349353219,0.467117348,0.755213832,1,0.181818182,0.088932818,0.16703323,0.176409403,0.031493368,0.144616203,0.502880658,0.02119883
Ray Anthony,405113,0.250680581,0.196086294,0.189973568,0.302923737,0.624832285,1,0.636363636,0.877442981,0.833682768,0.202121906,0.01093282,0.076152,0.146502058,0.02119883
Os Mutantes,488378,0.387779795,0.70603764,0.488385934,0.475593037,0.834216298,1,0.818181818,0.445608541,0.026163561,0.229096456,0.067008986,0.099728302,0.441975309,0.02119883
The Prodigy,492162,0.617589232,0.937010453,0.309471547,0.57389805,0.834939382,1,0.545454545,0.023939304,0.578933621,0.182119825,0.050402939,0.163290917,0.628395062,0.02119883
Brook Benton,524239,0.354053236,0.338860374,0.411647324,0.496628238,0.628582677,1,0.909090909,0.778446897,0.005659008,0.235205603,0.018242761,0.078145192,0.311934156,0.02119883
Sugar Ray,574119,0.739035087,0.756362446,0.852054123,0.416639163,0.832125784,1,0.090909091,0.04231362,0.042111123,0.164759725,0.021929825,0.117474308,0.642798354,0.02119883
