,SS,influential
678339,2.1235499522860057,high
755494,1.4497390922977058,high
771010,1.5501031934614542,high
838241,1.0491910365615595,high
840523,1.8182288945894527,high
937003,1.2789892945389574,high
69060,0.8867602304072666,high
100473,1.3523869380239286,high
109414,3.360316309986649,low
238297,1.1590302915271082,high
498691,0.7812973024005446,high
585189,1.422798625578808,high
762500,2.3475797586603266,high
766361,1.2979244678025195,high
797431,1.2648797283984499,high
172167,1.603597630482339,high
174752,1.4416175896924288,high
601430,2.562330504919614,low
749504,nan,0
105354,2.0145686771308102,high
500992,nan,0
835585,2.9535788499107767,high
859868,1.7353184796712398,high
948171,1.9431152042355557,high
185615,1.9717585984572432,high
198532,1.9506544572935007,high
391398,1.478232576178994,high
538677,1.8412547034637947,high
744796,1.3955451941269035,high
814751,1.7224344391750943,high
37658,1.1275653759348268,high
57209,1.3490123688549815,high
118327,0.9297274409757225,high
140499,1.2053407089420083,high
174822,1.0404902993850071,high
186594,nan,0
241724,0.7989298896436055,low
311074,1.08792304103284,high
387815,1.1703659244130495,high
488378,1.2927815699772651,high
521704,1.3551669897410012,high
607028,1.0012008393628904,high
635413,0.9626918304830784,high
645612,1.4681408627979509,high
678009,1.225202070190512,high
753963,2.3781671944404383,high
773392,1.3162668862451565,low
799466,1.0641128079172477,high
849672,1.1116100095714228,high
936658,0.6615672986405202,low
72041,2.117460521897062,high
123915,1.8898455172003785,high
208303,1.0137473460823754,high
754251,1.7288932490889128,high
756180,nan,0
83095,1.5815134453294875,high
152973,1.4145654371476686,high
182360,1.369125574986851,high
577235,1.4750983917876521,high
4852,1.9845205622201227,high
203670,nan,0
313899,1.7111306979866838,low
749671,2.1096270849779546,high
769444,nan,0
250435,0.9347426366352336,high
266160,1.5729792575090882,high
330601,1.0536965806166134,high
330967,1.1401736640812061,high
894827,1.1726931378511538,high
242211,2.5340854826542976,high
323194,1.7436075694964395,high
259529,1.154726304776927,high
191429,1.3044363248974276,high
769616,1.2626059326982257,high
959770,1.3303499810932955,high
127360,1.1707561915193518,high
358820,1.6984277079582213,high
481057,1.6773546337862681,high
567325,1.1956447854645982,high
203639,1.2817266532705687,high
29978,1.4693691578783061,high
35021,1.9054278817197143,high
135024,1.6106041801750166,high
282709,1.7463610074439258,high
569685,1.6683889818776434,high
353145,1.7880152811197343,high
70800,2.312984982753449,high
154544,1.9763192193784478,high
195874,2.2191983571968823,high
197921,2.0059383232992216,high
768321,1.980784182394282,high
784732,2.0663353996814244,high
27916,1.2778069447967602,high
29909,1.4330800872565044,high
45313,1.5487891693988753,high
292915,1.4983885983715233,high
293896,1.839324525043244,high
505532,1.3035728852825312,high
595101,1.7800076861272727,high
643549,1.073852020946746,high
794173,1.1467836792567765,low
845625,1.1621547572234392,high
892823,1.4902897551304963,high
956707,1.5781080813850836,high
84814,2.1474413097169314,high
391933,1.1696865946669792,high
588508,1.639969834956441,high
596126,2.3244606709250526,high
809999,1.7696674642595542,high
256349,1.779965204114972,high
322027,1.9527760290094451,high
479028,2.1910263898041547,high
495784,1.721475236411743,high
815575,2.0434584609029787,high
137494,1.538393147560577,high
376608,1.3373678963812048,high
792953,1.7390421318606153,high
793988,1.9235683987358336,high
803720,1.5531353478385652,high
193216,1.978315048442521,high
210323,1.5083659383603,high
482600,2.3317321499376407,high
297955,1.461588503481675,high
319021,1.8957694568670655,high
486645,2.5705301167426247,low
501802,1.13094493916365,high
583478,1.8052642044736233,high
202554,0.9430776957508364,high
489316,1.0353367233533743,high
129308,1.1536921616552684,high
415239,0.7244695524282675,low
745318,1.3364829238600253,high
790814,1.367209633844561,high
395819,1.1206520611641844,high
61226,1.954656449409269,high
607773,1.468277325077673,high
892771,1.6129848285289368,high
290040,1.0184964360739024,high
317093,1.3344794486101934,high
668448,1.4219758999374459,high
817000,1.333459181348896,high
51066,0.6879569653445278,high
304401,1.5374917080974346,high
590479,1.5188568946685006,high
925837,1.0046256882299418,high
17748,1.9067127797693033,high
299668,1.7435648171643328,high
210991,1.133584969950809,high
317865,1.4784646023071877,high
585249,1.4335007977397576,high
922728,1.590349559683711,high
84053,1.7111699602975978,high
119651,1.267775872303884,high
478603,1.7035687673205846,high
758444,1.8468280159723638,high
336783,1.3920965494740014,high
384920,0.7989699892199742,low
394449,1.196768167520702,high
674263,1.194729019620813,high
26520,1.1774220249843321,high
408696,1.3533619606051277,high
607202,1.235370725257317,high
920101,1.3437209259297935,high
46699,1.7798106338975759,high
105618,1.3246029564729838,high
130115,1.6322913869613311,high
138833,0.9260594880664839,high
170815,2.1015417217552677,high
244711,1.571133954727387,low
265456,2.0622162013784964,high
424296,1.7296214886152212,high
479582,1.1771757250936192,high
496097,1.3721438246744924,high
497132,1.4831422475049691,high
636044,1.7055988358559722,high
692100,0.8325091228892918,high
771297,0.7434169274018166,high
573410,nan,0
652255,1.4668957706103831,high
82742,1.7364131839059254,high
222927,1.753133182166231,high
231645,1.5362175653984949,high
12802,1.2261840959087051,high
195368,0.8895619373592454,high
289685,1.0745855234296453,high
31263,nan,0
333634,2.1980528758739903,high
517264,1.559764820036349,high
577531,1.5131556472004672,high
845468,2.077147713674001,high
659517,2.4348951467054873,high
674873,1.0852724259716586,high
175708,1.7089451119147336,high
759031,1.9643857827462314,high
150062,1.4165944449889623,high
242511,1.7273090486448168,high
163229,1.4328100080601833,high
597094,1.4806219950411752,high
64509,1.5622152653048418,high
343396,0.8543503252626794,high
68551,2.6626882354001347,high
283405,1.8644201927513913,high
767370,2.175510217960319,low
926108,2.8285434770332194,low
627337,2.2398058217506214,high
660401,0.6081908583833002,high
218885,1.228201031886023,high
219334,0.9610968037605128,high
939187,2.293770315777032,high
125465,1.66109522777253,high
33316,1.437991334518426,low
138332,1.2993276459718162,high
839369,1.1219840148406799,high
68738,1.4076118699578446,low
259561,1.7638149819592923,high
639053,nan,0
920073,1.7652104704318707,high
26510,1.4770765296434412,high
152002,2.202135185981686,high
218994,2.4515755404312896,high
337271,1.569606240541198,low
377908,2.005290385970578,high
489876,2.1855134644934955,high
515628,1.6138514031738502,high
543867,1.4589190680944182,high
823165,1.4425360720519556,high
10538,1.7088246764285375,high
89710,1.2632910715763934,high
149515,1.6984429906734249,high
574597,2.1683336109120566,high
665957,1.415912007730146,high
921002,1.4604574283860159,high
206967,1.2680239780431004,high
786228,0.6925933891153409,high
55304,1.7031437336661814,high
75171,2.0267195921330425,high
143367,1.044255211755411,low
423095,1.4361015459275983,low
761706,1.0669983260487585,high
92303,1.777609549792517,high
131650,1.525592029532258,high
493327,2.1240789027933373,high
816900,2.419489028573311,high
922200,1.9382674578664185,high
487186,1.3514160680853908,high
672910,1.4810243655804878,high
926604,0.9086732838245214,high
948557,0.7758477081311561,high
57488,1.8717394998394845,high
82831,1.7109370506152988,high
403120,1.784156830471232,high
149044,1.4729218503481623,high
267814,1.5413541743894204,high
345168,0.9946922273190151,high
658346,0.9471773377686131,high
20278,1.6410306580013152,high
160638,1.8850066404255925,low
246885,1.4391875497717292,high
397876,0.8457658092870929,high
662800,1.7961362807788266,high
762288,2.140763838271866,high
778344,1.9877897403345528,high
422947,1.9500972327178026,high
515251,1.9088487118553037,high
931105,1.6590807918803208,high
950956,1.2499757604824266,high
42993,1.8910832108824995,high
80537,1.4402413099673188,high
3495279,1.3029660441054387,high
135054,0.9308227907867318,high
266255,1.0001553109244283,high
766385,1.8306043479633347,high
34249,2.127448280037039,high
167517,1.6340699538245482,high
286561,1.7226213286548337,high
135152,1.292934985100896,high
799081,1.9894149873768014,high
925066,1.5529077894831662,high
573241,1.0526538549433115,high
19892,1.8536100661857273,high
61172,1.948691236122031,high
758520,1.4233666223208399,high
858827,1.1510944280579687,high
889097,1.103028187435701,high
558339,0.9488102009095252,high
642664,1.2774685376377164,high
988386,0.9670402223505776,high
858710,1.6830172194456903,high
903609,1.7598336944944257,high
484396,1.2182760394446146,high
578031,1.8984337599929355,high
935990,1.4065271114814482,low
315336,2.0800875403016157,high
556242,1.065585789804814,high
75100,2.462423661253246,high
140689,2.2280116628697906,high
222351,1.699607209429784,high
474482,1.689325013102624,high
913210,2.8747971122315463,high
171693,1.0605416123259994,high
747757,1.531496053340368,high
61534,1.5263271774977063,high
142652,1.2725465809195644,high
13508,2.0606187240615106,high
108679,1.587901305224478,high
636433,1.7679312816249486,high
775877,1.7546861489363488,high
923705,0.9755121898954631,high
3413,0.686092799096713,low
128249,1.8632329809203516,high
142178,2.30554654715155,high
205254,2.0825528690442514,high
813392,1.0997993023605857,high
816896,1.9739936506717177,high
73644,1.6904423089127403,high
171637,1.2785046867488883,high
190946,1.6466237275104945,high
332852,1.2961384337540105,high
3056,1.259440544543375,low
9084,2.33603377365728,high
750925,1.7044559290863768,low
783250,1.9730821401581136,low
926548,1.5450886135051645,high
17929,1.2280732214660313,high
58438,1.2310522518812594,high
106882,1.4598265729563171,low
110104,1.7590472512836222,high
127696,1.450663639911904,high
176358,1.2061574424243258,high
200074,1.844066398011554,high
619423,1.1760947720962032,high
684830,0.9990115435625819,high
884962,1.4727467861750723,high
920939,2.163336597043629,high
139933,1.1593065560937441,high
213165,1.7439397437274666,high
814036,0.8067228852785091,high
36468,1.3943444635047173,high
38302,2.1172218267411225,high
138520,1.8682360097517303,high
223197,1.6718445488730798,high
255704,0.9635393918683358,high
312354,1.8040636194399908,high
367459,1.299350877463486,high
471355,2.2187148112853143,high
472925,2.060559314900464,high
761108,1.5150551968143924,high
855952,1.7802631959449646,high
58372,1.6701250818244604,high
308645,1.6579720315444055,high
453041,0.8428555041487358,high
741177,1.1904685431156243,high
291043,1.966030627678347,high
44290,1.118048084348723,high
792175,1.4737024660988884,high
49806,1.4002164078229788,high
64817,0.8130250460375897,high
1006782,1.2211940647478783,high
130764,1.731236754520061,high
139089,2.001901934232669,high
213921,3.020765999571672,high
243008,2.3030955420323913,high
258430,2.131581767090787,high
317545,2.1570379965697875,high
527267,1.7698057580741373,high
780581,2.3800325428117715,high
805345,1.7308548552352645,low
848913,0.7738874307936962,high
920994,2.4703753287245163,high
819894,1.7304089955665816,high
94764,1.1408273137824498,high
451296,1.4316880812553394,high
129430,1.0531746772055317,high
853926,1.0496748200575934,high
928351,1.4827473772491144,high
312353,2.057799505581031,high
509223,1.5197458996540922,high
799771,1.1101809554369166,high
170381,1.0160597322060414,high
465562,1.1072305638133992,low
987621,2.4606482260604357,high
416785,0.7763438844738294,high
760240,0.9817762316242538,high
743968,0.8273591063410715,high
102050,1.8218037592074854,high
772745,2.6555028987471396,high
99561,1.3562649447896535,high
124492,1.6454228560740756,high
477116,1.976774107355211,high
850692,1.4449994488709417,high
68155,1.1538314590633292,high
278559,0.8903304014363428,high
295415,1.504444778031116,high
492670,1.041737804292811,high
639005,1.7689598136657454,high
899198,0.9924907618584238,high
376739,1.8431066015560358,high
758943,1.9549454597399534,high
830425,0.811507923867163,low
962064,1.4005482925221011,high
942335,1.2594670853933174,high
949820,0.9480761788286455,high
578141,1.750236377010145,high
785611,1.9339195791612611,high
852007,1.763793655024654,high
24944,2.2463528364355048,high
79392,1.4277908047604706,high
466759,1.6140406457899994,high
232869,2.097932086519376,high
245019,1.4775763017786505,high
758208,1.176241662239026,high
669015,2.393358444490056,high
3170,1.200534588584687,low
94205,1.125810918055701,high
165818,1.8274439516115046,high
196248,1.8128307113935251,high
33560,2.9524231889551116,high
266916,0.9464490502829958,high
418981,2.0705064592697893,high
469286,1.737194376057161,high
774791,1.8055358373762003,high
868306,1.4539034472630223,high
756740,1.1774153122149946,high
115733,1.134358134776211,high
894956,1.168089518337776,high
186312,1.2798576652896714,high
81083,1.6287846231096532,high
169202,1.7112844978116606,high
192925,1.314333579440619,high
223054,0.9802153942413389,high
527379,1.5873746987234303,high
536754,1.5358519356022933,high
738855,1.019698011060964,high
486775,1.2182506332745666,high
127949,1.1535057604929777,high
139804,1.1707838900422178,high
354733,1.4526204393581017,high
146544,0.9557502445044764,high
223701,1.3315054355259353,high
238440,0.8098008917373929,high
600228,1.2640282884794813,high
148355,1.2293954531723903,low
752773,1.305559444140774,high
767741,1.1416208230838718,high
776011,1.3565922624900728,high
837486,1.6555422717407469,low
809396,1.4589055951333298,high
48816,1.54215608153275,high
211424,1.399551767394075,high
76658,0.9339422537992771,low
136075,0.8436943217472296,high
406583,0.9370655890684747,low
628684,1.443158370189716,low
772721,1.389556955581571,low
804559,1.2876347555697714,high
45057,1.6127243740991337,high
87113,1.430852745732928,high
241813,1.4562969239460202,high
334829,1.6008996186161633,high
577720,1.7529485258309352,high
117001,1.431967886764437,high
578744,1.4044280287598536,high
763554,1.5558579296400488,high
617568,2.6043197020005873,high
805208,0.8783191738089512,high
32366,1.1723634647293106,high
69153,1.9457948019128846,high
83554,1.6500803583614856,high
227487,0.6679422163349308,low
683686,1.0715633536993563,low
800426,2.0763226891752744,high
81619,2.3037868669444723,high
659299,2.9620311879972934,high
789721,3.2078136561929753,high
842269,1.623801781809755,high
654490,1.375200214557825,high
41899,1.8252353320405763,high
133119,0.9920683084313996,high
394806,1.547176864003625,high
542549,1.337514261515987,high
551815,0.944714790207369,high
628981,2.2684097908013765,high
38977,1.3458943859859491,high
196969,1.518054526836709,high
300024,0.8077412561416132,high
443997,1.409855391823156,high
571845,1.2247167155098657,high
758601,1.4027186245496386,high
797056,1.3527759688805858,high
837592,1.2372603147574466,high
43444,1.2122178148334521,high
67561,1.0618651389478224,high
107877,1.7590453677615694,high
224186,2.3263699819813914,high
585574,2.066862052957666,high
766078,1.1681067062148005,high
852688,2.5424023492717738,high
52382,2.3300806030306656,high
85776,1.6925495755245477,high
154548,0.8517895576666441,high
224294,1.6630266076158184,high
339490,2.2553379592924,high
805661,1.7144916065012876,high
817369,1.6422689430307524,high
835894,1.4929702506132552,low
838524,1.2358791189485199,high
943936,1.4691309539582535,high
359062,1.0621067534832898,high
35587,1.392877309999396,high
192338,2.701027024667927,low
779670,1.273202228793343,high
885375,1.9183353721528367,high
233035,1.043383473644121,high
247966,1.4815686237039816,high
368451,1.8460722893189756,high
847735,0.8421941836305833,high
855531,2.2433315685691526,high
935330,1.321611696171303,high
215058,1.8216525336761,high
270667,2.4057411967816615,high
325443,1.0564006154107835,high
521851,1.7009239787568289,high
946560,0.8850460125793019,high
146490,1.7830029776344551,high
335747,1.8293762378225245,high
757342,1.3912705715078377,high
771905,2.3297878524131854,high
683750,1.49077985946223,high
66228,1.5446152917840645,high
229157,1.8589891936775687,high
777210,1.5818306004054725,high
830538,2.076972016857936,high
582930,1.168210364895872,high
842611,0.9939909308130638,high
339577,1.9918831567309634,high
755519,1.6739589977404357,high
940583,1.670459077396298,high
946137,1.6178590201995164,high
12180,2.8084129130120594,high
48566,1.8922335153776724,high
207644,1.368427028044927,high
333643,1.2279988826122656,high
586798,0.8750532024107986,high
119111,0.9003717269939462,high
120487,0.9651166267820883,high
345427,1.3425058426272758,high
404345,1.1155586218825977,high
417607,1.0024592010269164,high
500664,1.8510562922010378,high
843607,1.6573301579390363,high
75591,1.0282449751930165,low
186185,nan,0
293490,1.6443376794399556,high
374126,1.6067410035502199,high
579458,1.647266926101947,high
641626,1.4229843652962646,low
751613,1.678265352672695,high
829267,0.7876695874925025,high
988471,1.4341223784505426,high
28772,1.9384838411773364,high
541125,1.3760432229754898,high
784760,1.4680279379734067,high
135032,1.1664610591930857,high
807121,1.4698358759927506,high
669511,nan,0
892775,nan,0
128585,1.0819356367371047,high
923432,1.6622461681873715,high
181694,1.1937033968663004,high
797205,1.1490594906977127,high
272567,1.4407601144067175,high
949259,1.0295179151238256,high
43499,1.8634103158278972,high
345734,1.778470322715986,high
670088,1.6492985695294857,high
187907,1.4180303175029252,high
924318,3.812540529787495,high
960674,1.5420877191167237,high
101701,1.382058184001185,high
184267,1.1978699866646232,high
80443,1.6108188759844184,low
161830,1.0895156434318891,low
212614,1.4512732301980333,high
954817,0.9314813828194604,high
634377,1.1085904892250709,high
75825,1.6579859154293788,high
765595,1.217920555563756,high
813731,2.1468078225135048,high
425105,1.4460641225658457,high
34617,0.7595537540262189,high
864257,1.1510048264501611,high
170211,1.0457526797746328,high
249973,1.5837053521780222,high
420539,0.8288366017702965,high
179730,1.5456357466195139,high
49180,0.848299165883468,high
827367,1.1279994014913424,high
838559,0.8269273698118138,high
625736,1.431443074700065,high
194018,1.6996434990361011,high
204708,1.3671597261595414,high
309328,1.2572426728629726,high
620121,2.0580219855927613,high
668302,2.2457986250575876,high
776562,1.152822478731292,high
807489,2.0071072819892324,high
28432,0.9741426810198988,high
38579,1.3618044305353971,high
49374,1.4526181645314518,high
52093,0.8115425867180098,high
206241,1.5371358988250772,high
296903,1.37120059156543,high
566918,1.4062075887283563,high
567862,1.346227743788423,high
812802,0.7712939953365886,high
926428,1.291083342722287,high
269972,1.2919277733606547,high
80428,1.5140829986953013,high
428717,1.3861117706951231,high
90803,1.2495990349867818,high
193342,1.028839041987235,high
631535,1.5139014261475474,high
2368302,0.9832475857998264,high
308742,1.856122203124943,high
492037,1.4625570885089718,high
568137,1.3031508765539834,high
569402,1.113229023666671,high
748904,1.687195494570742,low
933633,0.9901728452510246,low
18176,1.7553201817231325,high
83013,1.6977160338031292,high
482787,1.1261164754171293,high
624215,1.207124778879362,high
816517,1.723541150224874,high
930642,1.314982167458568,high
570825,1.5943630960307413,high
180449,0.9157842865967646,high
208076,1.5380784153273828,high
243474,1.4524047740388262,high
254535,0.8954797989647664,high
674011,1.091413416940264,high
830319,1.2396318808554565,high
891907,0.8262969598667282,high
893719,1.508354253005103,high
239961,1.3679830315485306,high
820232,0.8359001657664635,high
26023,1.6572134700458905,high
687487,1.3404057815782366,high
487271,1.3453023611826558,high
517074,1.3866706498565828,high
582024,1.6972240298190546,high
795341,1.2122962163286828,high
799644,0.9882495621878657,low
165855,1.729569971653651,high
109735,2.021447781396696,high
483848,1.7916628521970794,high
937098,1.9171647205407047,high
764890,1.691327933941383,high
520545,1.5391038306436176,high
490763,1.1730379177430748,high
227527,1.671692977293196,high
126144,1.3228534209126517,high
253457,1.5074820641977906,high
228266,1.741870738849111,high
127369,1.0688636785984118,high
201678,1.2235647344136018,high
245760,1.2508557556009918,high
334770,1.4951454451846942,high
684253,1.6491538905493017,high
802745,1.3676890548923373,high
28316,0.7867356955227057,low
683658,0.863325066701723,low
29334,1.4381299157439058,high
780451,2.1156144895878404,high
745617,0.8238595126536408,high
784527,1.5183638175160419,high
790227,1.1149366591505288,high
39661,1.2269997332641693,high
89713,0.9656408073650861,high
112540,1.4714906470446827,high
154533,1.1796630985806564,high
342768,1.1978672958237038,high
796950,0.7642752035004153,high
813092,1.4009886933612965,high
898336,1.4228607353925427,high
310789,nan,0
288111,2.353578373732047,high
488921,0.6493746269561392,high
673621,nan,0
553483,1.6577848232116381,high
763237,1.42034995970915,high
926307,0.9322561413690774,high
1608941,1.4824173802828366,high
756518,1.2107986470605725,high
44751,1.6833756041067276,high
378041,2.744578625419182,high
794846,2.2228878521278532,high
808214,1.259930091584448,high
74340,1.0702551179882256,high
245992,1.0343510145973465,high
21747,1.2203963193310274,high
65882,1.6905757871865816,high
190888,1.5288088316411785,low
192260,1.3603660458657598,high
228444,1.1270843651451472,low
314050,1.0839451138181637,low
361973,0.85526737897617,low
666763,1.2039134155590856,high
934350,0.7581323718537107,low
171150,0.9130327676513131,high
492275,1.6400995059665893,high
553810,1.1912388171637514,low
837150,1.2155257492999516,high
141838,2.4088633148242145,high
320845,1.4425035169092926,high
339624,1.7596348231521264,high
347148,2.199713239486814,high
492466,2.413981970617468,high
623254,2.1188792433684625,high
143494,1.2079831536030923,high
153519,2.0707371225498865,high
151431,1.4015344478722864,high
198783,2.103266563807006,high
554963,1.558776527373569,high
811622,1.959628789292215,high
211197,1.249978637192057,high
342833,0.7209109897069009,high
26164,2.0220964283993195,high
498961,1.7900530162083572,high
620495,1.2144423377604334,high
921710,1.6749245191665978,high
494474,0.8117430853579151,low
504276,1.6919035135239764,high
776659,2.5603719285188022,high
620386,1.4233272119373674,high
183715,0.8347635012695072,low
763601,1.088640159351732,high
74134,1.8350717781385606,high
476356,1.5716463374179348,high
483334,1.6477484309543897,high
456896,0.8827907925631937,high
66429,1.3487145045551234,high
200775,1.70753749301068,high
327735,1.857318704525728,high
318966,0.7348318002742769,high
375945,1.1308926716746412,high
49062,0.8422075441708391,low
185018,2.8104145227276263,high
211095,nan,0
195237,1.552627115887298,high
135273,1.829085509688257,high
502398,1.987654876169017,high
577590,1.287797148802098,high
827250,1.6293830827547988,high
761341,0.8919420312941455,high
93533,1.3487087832251217,high
36987,0.8858757689631531,high
286483,1.038068891050879,high
738182,0.7063313318962812,high
792583,0.9156331379438942,high
333175,0.7289164556121193,high
135543,1.4418720264112137,low
490620,0.972566973782782,high
807026,1.709563601481116,low
753685,1.1435963535387768,high
750970,0.9482865422802813,high
190012,1.4720348612030136,high
896965,1.2696783357459258,low
1043986,2.121627030824141,high
121459,1.0358229525030225,high
178889,1.9075615849303413,high
11910,0.9924368824086921,high
96744,0.9531330047173656,high
819983,1.8008333969751473,high
359494,1.6396631634400969,high
489606,1.562417659580731,low
298764,2.495167162241597,high
372322,1.2870689320002435,high
754055,2.199389419641784,low
924508,1.4866440867451294,high
87597,1.5664741562995137,high
302765,1.2604798797179113,high
179126,1.5513140820841593,low
848952,0.7568332789345611,high
334644,1.414196050026726,high
762821,2.438463932761139,low
486305,0.9903245943746384,high
630882,1.5190437319043264,high
402872,1.468949849061145,high
111934,0.9100034503412835,high
668922,0.9793158638936716,high
930204,1.4630831915657674,high
749272,0.6630983205627883,high
66869,0.8113457034765061,high
765302,0.9022616434708661,high
790509,0.864792079916929,high
246628,2.38087425346541,high
116178,1.6714775748532085,high
33580,1.89337380009256,high
169526,0.9593623032327004,high
251925,1.392902226921387,high
334101,2.039355111202823,high
918400,1.3865508581350585,high
13511,1.404380398564019,high
85915,1.3836583771531807,high
132579,1.5697759309850452,high
847880,0.8061241605598315,high
235169,1.3614686770728874,high
655547,1.3046928413747167,high
772191,1.8067135430487802,high
405903,1.3153341668427796,high
462110,1.0284899945327173,high
475431,0.8239640192171368,low
752770,1.637702816386313,high
46184,1.4959494778679396,high
140521,0.8349746874896955,low
76561,1.4884950306150349,high
811897,3.4859481908732524,high
160054,1.486510209158143,high
210425,1.8042242142146412,high
591048,1.5715032886270746,high
51909,1.6229868801611558,high
945196,1.4608959693774424,high
31441,0.9617692591557169,high
245489,1.3147570043269836,high
324854,0.9007297148587003,high
343940,1.0919901827386445,high
489845,1.3136578032088533,high
891575,0.9553270211710159,high
107090,1.7841927100623243,high
407300,2.7832396651731277,high
562030,1.4053782234043295,high
885875,2.3421562647127803,high
186125,2.1664749621575594,low
196690,1.7730732178639794,high
351227,1.9504201649108932,low
359613,2.0529050397891067,high
399659,2.310734049773838,high
939565,1.7833419494497609,low
66395,1.2678406073811241,high
85448,2.0353335565552584,high
109637,2.0935679760856405,low
346637,1.681653179823834,high
147245,2.2911465604137238,high
424292,1.400278981466878,high
558596,1.5257116502399177,high
149946,1.1512939727975795,high
34094,1.566677404066966,high
94658,1.7451491027889414,high
576839,1.6839194217584967,high
764636,1.1263905245299093,high
182884,1.0133570377797816,high
24568,1.3576102582276315,high
90188,1.7527623620056478,high
67900,1.1167414305026764,low
110341,1.5089540114374353,high
406575,0.8460341499953186,low
536275,1.2977726350794534,high
593930,2.2909915268646395,high
236287,1.281444900541563,high
240081,1.4505581472936073,high
288904,1.3851170415184317,high
780005,1.5695492551565,high
169228,0.884912244029212,low
197460,0.9710761142892329,high
402351,1.2611135627255168,high
887638,1.026801642437093,high
130028,2.1344234625594223,high
8549,0.9033253133837903,high
40230,0.7941621021760584,low
803009,1.96928163648746,high
21578,1.3840770669536993,high
109421,1.334265093666009,high
366164,1.4849305455039041,high
402249,0.8593003869357588,high
488859,1.148727262694432,high
200882,2.4557880348885184,high
582253,2.1861434570729013,high
73605,0.8615587330985803,high
477523,0.9029476377167598,high
828768,1.1425066647162363,high
125561,1.3884404574002798,low
376422,1.3139659137877753,low
359179,1.141304138254081,low
788569,1.3869406399601025,high
22348,1.3539206965118404,high
234647,2.004639089532949,low
305468,2.1548335146047375,high
932665,1.8364396789280162,high
1878899,1.7187900712902762,high
99888,1.0678227389218402,low
151979,1.7677065722808465,high
181321,2.6051048238368675,high
479113,1.1942107117868066,high
683085,1.6164210786715574,high
890799,1.5636279814590484,low
36402,1.9132428782132065,low
606283,1.758888369585821,low
860080,1.8393215821967193,high
664194,2.258149721131787,high
201297,1.4612928313583502,low
822910,2.2288702240383755,low
203711,1.0535105031844372,high
680374,1.7095353535877331,high
194036,1.9896925069824425,high
463435,1.156577071832907,high
1908947,0.8786410354451438,low
403184,1.522290479972183,high
760977,0.9503243240232324,high
583935,0.7636888981970539,high
1266,0.6477066102175654,high
742673,0.9640597409017158,high
94890,1.1671689961227263,high
120060,1.4282138471282624,high
414016,1.1220308294583472,high
503279,0.9991264026131249,high
686560,1.6833697509637877,high
518313,1.8279444179776423,high
660507,1.1838259948278187,high
829125,0.9621932693520556,low
590483,2.5252250699694203,high
165736,1.692766653303795,high
186734,1.4367958004264703,high
150530,2.7035731650975263,high
232480,1.5606267060662427,high
787757,2.0718648512411812,high
441,1.3473648811422634,high
154417,1.1018383014146853,low
172041,0.7409759711462566,high
490738,1.6681569113962937,high
578999,1.5336404428220527,high
681956,0.8927937008663065,high
780258,1.696453777047641,high
669473,1.6144251897939303,high
495455,0.8781362964772634,low
988529,0.828801376006564,low
568071,1.9116513122734329,high
135378,1.0688193990338961,high
952794,1.9223669071858929,high
746731,1.265008010379527,high
790667,nan,0
898188,0.8761986435979863,high
496487,1.560829003978713,high
337856,1.759785806511664,high
947816,1.6348399718369495,high
133832,1.6598673496255147,high
228087,1.2344868352098877,high
768027,1.4636389074403426,high
889449,2.3250055757729515,high
338179,1.2784307273726476,high
83859,1.3868894175923165,high
184637,0.6856169776379146,low
611007,1.3084105359191192,high
785773,1.3172669596950524,high
480108,1.175198134950943,low
503602,1.3670115388861879,high
504815,1.5809926175908597,high
610346,1.9441148481521007,high
949619,1.1094182260745935,high
118493,nan,0
188843,0.9740590082010487,high
219021,nan,0
219243,nan,0
292559,1.0927398090562233,high
931086,1.5004045812721547,high
35338,1.5143154860781436,high
51736,1.133245086005284,high
40922,1.6358854662690598,low
93566,1.2846418039320537,high
149840,1.4056640885808744,high
167386,1.2605962779237456,high
266534,0.9130475490367488,high
328288,1.4005144034303458,high
491996,1.5694265957819173,low
753094,1.42390979095326,high
898331,1.5301416405088,high
829643,1.2460963551323825,high
310455,0.7221901205468303,high
802464,0.775856775380799,high
67406,1.4798598232558684,high
751256,1.4138338232258123,low
893383,2.041845206755718,high
169317,0.8854031795552506,low
89018,1.786340933877693,high
651187,1.32837590714984,low
244073,0.8719926706157691,high
172772,1.9175963729287036,low
201022,1.3448027074024174,low
338887,3.333083287899354,low
509367,3.499579136255292,low
589630,1.595926434900034,high
592595,1.5417304235652223,low
812711,1.6391559383955385,high
377891,1.9892320664805347,high
611881,0.9941256692035814,high
835648,1.488077055813045,high
296601,1.3678843210146638,low
385879,2.7787694021315135,low
662642,1.4264709426005104,low
956093,1.9604343231257462,low
97173,2.1092159159620216,high
315142,1.393881641940904,low
36310,1.3655826430193791,high
67631,1.5552970901053251,high
215041,1.5529983958110867,low
296024,nan,0
779209,1.2113657727858604,high
61637,1.1133652492516861,high
256831,0.8816947783732763,low
580485,0.7852243741713081,high
44068,1.703628657507773,high
281564,3.861271880040387,low
391285,1.180032055216507,low
393257,1.6153865872899758,high
225389,1.0564182159030848,high
634674,1.3246987644570105,high
244537,0.975796299393892,high
275757,1.4343558325763623,high
782191,0.7739000856095846,high
255887,1.275656021789179,high
424117,0.7544356863460732,low
193025,1.4903374790833335,low
330453,0.8912391489340359,low
