id,PC-1,PC-2,PC-3,PC-4,PC-5,genre,kmeans_10,kmeans_weighted_10,kmeans_20,kmeans_weighted_20
891032,0.033723504,-0.512073387,-0.249178725,0.015853955,0.102596906,14,10,2,18,12
923497,-0.400997376,0.918188351,-0.324698703,0.724456635,0.108774467,18,5,6,5,17
951384,-0.319065585,0.304781142,-0.056705451,-0.212251762,0.017958705,11,4,1,12,9
65590,-0.018131066,-0.31947147,-0.283170079,0.24229434,-0.091400901,14,2,9,14,18
100575,-0.028581809,-0.234017864,-0.489120831,0.200272351,-0.298805041,17,2,9,9,18
140176,-0.45391196,0.559099135,0.159104848,-0.072899813,-0.337565423,20,9,1,8,9
153526,-0.27468203,-0.001179578,0.458679291,-0.117759352,-0.063302092,14,8,4,11,1
250435,0.63989073,0.625835087,0.094409581,-0.00334995,-0.049073753,11,7,5,4,16
480108,-0.028361367,-0.31687889,-0.289328425,0.031720362,-0.023509208,14,2,9,18,12
510885,-0.132696332,-0.388028214,0.540987249,-0.086053975,0.036370398,17,8,3,7,11
643543,0.768904215,0.020556583,0.663099102,-0.162041507,-0.058847731,14,3,8,2,5
815575,-0.341779734,0.373803348,-0.07341529,-0.073721763,-0.271584772,20,5,6,8,9
30431,-0.189812796,0.141944899,0.098058122,0.655950138,0.052785987,14,2,1,10,2
86312,-0.118912448,-0.002089363,-0.539381779,-0.176325392,-0.030059351,6,6,7,19,14
214162,-0.285327329,0.11168966,0.254363744,-0.076538253,-0.161173459,6,9,1,6,15
270667,-0.023088534,-0.349196818,-0.189907871,0.232487655,-0.177209713,14,2,2,14,8
299668,-0.014621036,-0.35544363,-0.374182074,-0.265861993,0.271454272,15,10,9,16,12
329232,-0.02985484,-0.529291093,0.207661495,0.090321607,-0.054215696,14,1,3,13,13
382734,-0.463936025,0.523932001,0.348754646,-0.056256367,-0.31907326,20,9,1,8,15
398259,-0.050477135,-0.28699004,-0.299713664,-0.108681484,0.034515561,14,10,9,18,12
501081,-0.069301591,-0.217543191,-0.312438924,-0.050428774,-0.039760361,14,6,9,18,20
509524,-0.258183297,0.03470462,0.464173651,0.119751671,0.100518244,14,8,4,11,1
536321,-0.116167143,-0.312358639,0.350273827,0.143760374,-0.042494341,14,1,3,7,13
576718,-0.092604803,-0.144262521,-0.32627731,0.001302469,-0.120116368,14,6,7,9,18
588679,0.597959446,0.743735534,-0.124028823,-0.298511318,-0.128467704,9,7,5,4,4
592161,-0.123091687,-0.360397565,0.445583226,0.163964194,-0.20319866,14,1,3,7,13
605965,0.811200736,0.241221712,-0.199642139,-0.223695009,0.01538178,14,3,8,3,16
649950,-0.349757855,0.373843741,0.213833885,0.13938688,-0.00660947,14,9,1,8,15
769388,-0.371267698,0.528776415,-0.09294176,0.055682624,-0.033789414,11,5,6,8,9
794846,-0.119255015,-0.157813915,-0.144408216,-0.157080749,0.031353135,6,10,10,16,10
801762,-0.403451255,0.487144235,0.379579586,0.130860634,0.247711342,6,9,1,12,15
830538,-0.070258472,-0.270567527,-0.115797421,0.115704269,-0.122593566,14,2,2,14,8
1006765,-0.193658764,-0.080005681,0.112410753,-0.072177362,-0.091634011,14,8,4,6,1
2534053,-0.078865329,-0.421053391,0.275503362,-0.031257155,-0.002662291,14,1,3,7,13
6143,-0.249869839,0.376131813,-0.421203047,0.249467381,-0.07474251,11,5,6,5,17
35338,-0.293034705,0.223282377,0.049938868,-0.025865722,-0.251538372,15,9,1,8,9
80428,-0.427776587,0.497136124,0.173084852,-0.038344149,-0.318014504,20,9,1,8,9
227776,-0.280899655,0.476707555,-0.534210482,-0.002720561,0.116213846,11,5,6,17,17
459616,-0.269691731,0.005978383,0.457132326,-0.159355726,-0.014291222,14,8,4,11,1
496097,-0.414310475,0.509228198,-0.013457328,-0.284299713,-0.114012101,10,9,1,8,9
662797,0.707638127,0.23441944,0.527042981,-0.28777675,-0.023663127,15,3,8,2,6
746302,-0.158976704,-0.308535462,0.524098899,-0.037250206,-0.016207663,14,8,3,7,11
746387,-0.15506747,-0.092635721,-0.065784288,-0.07342964,-0.090679266,6,9,4,6,2
866271,-0.257881114,0.004789372,0.463966658,0.12238026,-0.135891825,14,1,4,6,1
51736,-0.128224237,-0.023414546,-0.444752824,-0.10491708,-0.082744267,15,6,7,19,14
65397,-0.282423747,0.266984921,-0.234437516,-0.249976079,-0.032688656,6,4,6,17,9
75171,-0.33383117,0.318622147,-0.064654584,-0.379690488,0.049688642,15,4,1,12,9
117990,-0.207392006,0.025493,-0.089777079,-0.183874832,0.077703591,12,4,1,1,19
184187,-0.245263957,0.3541486,-0.221671464,0.285260468,0.288247466,11,5,6,5,17
193963,-0.0315929,-0.35524116,-0.191804674,0.088375266,-0.139409603,14,2,2,14,8
215513,-0.06061228,-0.334924992,-0.014055387,-0.06417181,-0.014338842,15,10,10,13,3
284939,0.700036054,0.355737607,0.228649158,-0.174394575,-0.169405483,12,7,8,2,6
297894,-0.02758487,-0.222789936,-0.488880236,0.007607747,0.073796026,14,6,9,18,20
359966,-0.271874381,0.174704374,0.059539164,-0.101307283,-0.154108301,14,9,1,8,15
468632,-0.283317604,0.193019257,0.057263702,0.049613703,-0.323407134,12,9,1,8,9
484145,-0.224930902,-0.042787384,0.194252627,-0.161627205,-0.006756869,14,8,4,11,1
485791,0.026021068,-0.293330061,-0.264557846,0.544492444,0.368692758,14,2,9,10,18
496525,-0.186732052,0.179067429,-0.283182132,0.132349726,0.307301596,1,6,6,19,17
502163,-0.089527908,-0.160978908,-0.324327023,-0.043518631,-0.073134655,14,6,9,18,20
509156,0.035483524,-0.517258603,-0.153790665,0.232987745,-0.138483248,14,2,2,13,8
523661,-0.280697821,0.133139747,0.065620745,-0.295694717,0.04114097,6,9,1,12,15
579458,-0.483002774,0.666470913,0.139875363,0.067237363,-0.440433206,4,9,1,8,9
627787,-0.200990613,-0.095716797,0.299876115,0.025748522,-0.139805685,6,1,4,7,1
641994,-0.073811437,-0.193638397,-0.123965939,-0.053876819,0.319059169,16,10,10,16,3
745071,-0.359656139,0.340400347,0.210429005,-0.089987684,-0.111527528,6,9,1,12,15
752773,-0.212810475,0.108463972,-0.002061715,0.059490655,0.253845928,15,4,1,1,19
769638,-0.389370855,0.316501616,0.392972012,-0.028904957,-0.282510081,20,9,1,6,15
792530,-0.195934408,0.185926486,-0.579370919,-0.096401159,-0.16360807,14,5,6,5,17
794449,-0.082203014,-0.134133242,-0.512632115,-0.152139953,-0.003184713,14,6,7,19,20
805785,-0.094439471,-0.127855498,0.157122013,0.563668742,0.31704899,14,2,2,10,13
886961,-0.119271756,-0.381493376,0.449466715,0.08183734,-0.116174963,14,1,3,7,13
990366,-0.226828549,0.183783187,-0.208804288,0.084271042,-0.17891086,14,5,6,5,17
2867436,-0.296888926,0.221715342,0.24359027,0.136606566,-0.088045568,14,9,1,6,15
3391937,-0.296906445,0.183730412,0.242798607,-0.01788566,-0.210810834,14,9,1,6,15
81683,-0.085145737,-0.197424425,-0.128165809,-0.151482272,0.280579201,16,10,10,16,10
153590,-0.358827735,0.250569725,0.406623614,-0.121260334,-0.138764452,14,9,1,6,15
201297,-0.133542838,-0.279447482,0.341814724,0.114696114,0.000627434,14,1,3,7,13
271113,-0.269271309,0.233724047,-0.224075407,-0.117257455,-0.076502788,20,5,6,17,9
334829,-0.157557642,-0.107340417,-0.157048435,-0.314031002,0.13287774,6,4,7,1,10
345168,0.712820122,0.272064767,0.530979464,-0.133307925,0.225436185,11,3,8,2,6
670641,-0.271014235,0.353381306,-0.332618941,-0.068098526,0.021815401,11,5,6,17,17
720741,-0.040756496,-0.501086933,0.201152534,-0.036221488,0.02681509,14,1,3,15,3
819983,-0.086415064,-0.184303922,-0.315262274,-0.002745744,0.071470224,2,6,9,18,20
939187,-0.011912271,-0.34894679,-0.376984573,-0.237920336,0.153434797,16,10,9,16,12
8828,0.040411117,-0.435495513,-0.444551615,-0.04220264,0.138655774,14,6,9,18,12
9441,-0.097622211,-0.44555281,0.559207041,0.195748544,-0.078085411,14,1,3,7,13
37026,-0.072478984,-0.288794408,-0.117712401,-0.186331174,0.122301732,6,10,10,16,3
48811,0.029957027,-0.524311323,-0.154600162,0.261490048,-0.21009407,14,2,2,14,8
66570,-0.493825564,0.823649925,0.320325048,0.410354812,0.117260719,11,9,1,8,9
71970,-0.223742826,-0.041251125,0.290531815,-0.252647146,0.24321467,15,8,4,11,1
96679,-0.128630505,-0.27180439,0.151788718,-0.077473485,0.001896845,14,8,3,15,11
109735,-0.09447248,-0.411819182,0.364495238,0.090952846,-0.093512268,14,1,3,7,13
116178,-0.123842101,-0.162196612,-0.143346096,-0.194260251,0.05175061,14,10,10,1,10
120487,-0.429873323,0.623335714,-0.126148057,-0.310864273,-0.145040293,5,5,6,8,9
135152,0.803122329,0.106547277,0.190527044,-0.211066943,-0.050060707,15,3,8,2,5
165117,0.75223468,0.229182301,0.257013831,-0.117150897,-0.1843835,15,3,8,2,6
170381,0.865586596,-0.009921398,0.126200598,0.050616383,-0.242349447,14,3,8,2,7
176936,-0.212479141,-0.103352919,0.301960322,-0.067113255,0.055832294,2,8,4,11,1
219483,-0.125913808,-0.368044288,0.543106076,0.374815125,-0.221694315,14,1,3,20,13
222436,-0.037217631,-0.313685873,-0.292397636,-0.018000227,-0.033520875,14,2,9,18,12
231645,-0.38327503,0.617960252,-0.490593946,-0.301044634,-0.133800404,9,5,6,17,17
258430,-0.109824474,-0.44745454,0.554947973,0.194967764,-0.163471829,14,1,3,7,13
281254,-0.134323313,-0.187921825,0.045274598,-0.000202909,-0.12212041,6,1,3,20,13
397042,-0.168512252,0.068670006,0.020601128,0.360747492,0.357405633,11,6,1,10,2
401114,-0.170096634,-0.0872135,-0.06912595,-0.255902135,0.093072318,15,4,4,1,10
471156,-0.355650881,0.232629347,0.411334815,-0.145189179,-0.10483135,6,9,1,6,15
474150,-0.241733341,0.048399979,0.471587711,0.320270491,0.131205762,14,1,4,6,1
475431,-0.007261105,-0.423253859,-0.270992913,-0.053588558,0.045858511,14,10,9,18,12
482572,-0.27348873,0.085909721,0.262810247,-0.075883364,0.006444598,14,9,1,11,15
543867,-0.394785196,0.340124656,0.387905141,-0.189023899,-0.141803737,6,9,1,12,15
567862,-0.105527974,-0.262592431,0.353970463,0.272518538,0.326544618,14,1,3,15,13
568071,-0.009689497,-0.345772505,-0.277997985,0.033044825,0.202025118,14,10,9,18,12
595101,-0.254472349,0.226635385,-0.222453164,-0.007881542,-0.188958069,14,5,6,5,17
617536,-0.097063584,-0.222778852,-0.129490281,-0.026085855,-0.084405248,12,2,2,13,8
634674,-0.390889219,0.546327329,-0.100923816,-0.193055252,0.095329057,11,4,6,17,9
651156,0.015702757,-0.357022952,-0.463265407,-0.099888252,0.115656867,15,6,9,18,12
680476,-0.001003966,-0.376766777,-0.273702199,0.281471408,-0.168333009,14,2,2,14,18
681340,-0.152880303,-0.236275264,0.326769352,-0.232756831,0.122327538,16,8,3,15,11
687487,-0.222596242,0.327523908,-0.212187732,0.3979177,0.306886181,14,5,6,5,17
695943,-0.120335852,-0.373323658,0.447829239,-0.127557235,0.087069307,12,8,3,15,11
757157,-0.078667187,-0.196865111,-0.315696022,-0.168797588,0.088437222,14,6,9,19,20
796439,-0.090722402,-0.3406047,0.074918222,-0.211019807,0.147017864,12,10,10,15,3
898336,-0.382675045,0.45015583,-0.091182006,-0.295681298,-0.107160989,2,9,6,8,9
933172,-0.131934971,-0.042157639,-0.34643332,-0.186545844,0.139596355,15,4,7,19,14
949259,-0.452369298,0.536996021,0.352315739,-0.088121518,-0.106182147,20,9,1,12,15
958076,-0.222199705,0.238130383,-0.493740264,-0.105037435,-0.000218752,11,5,6,17,17
959770,-0.290104076,0.346121911,-0.241794366,-0.193352116,0.148877886,2,4,6,17,9
962064,-0.24572223,0.114366906,-0.012366781,-0.209626742,0.226288911,2,4,1,1,19
987491,-0.19014009,-0.056217306,0.015811621,-0.139062179,-0.031400602,14,8,4,11,1
2495841,-0.279572204,0.053051004,0.452233244,0.05471042,-0.161027868,14,9,4,6,1
59819,-0.247482454,-0.017957125,0.280029314,-0.196124506,-0.003363772,15,8,4,11,1
151240,-0.352873205,0.460991879,0.401597664,0.288298096,0.567458876,11,9,1,12,15
179698,-0.34911981,0.709448485,-0.286719518,0.48149389,0.240061535,11,5,6,5,17
248452,-0.252576036,0.070345933,-0.012410363,-0.382846166,0.151812469,12,4,1,1,19
253734,-0.051613832,-0.233173212,-0.399839629,-0.104007144,0.011400004,15,6,9,18,20
424292,-0.526075132,0.922833717,0.300927829,0.261577304,0.279507571,11,9,1,8,9
491786,-0.385729156,0.534699876,-0.096942524,-0.071307885,-0.003386609,11,5,6,8,9
581713,-0.034278093,-0.238685341,-0.489158623,-0.087533136,-0.038749724,15,6,9,18,20
687561,-0.187112882,0.08830095,-0.375857316,-0.039861585,-0.181890842,14,5,6,5,17
790667,-0.090580347,-0.26392092,-0.030870498,-0.170106528,0.072950916,15,10,10,16,3
852688,-0.093614282,-0.383261538,0.362988783,0.188624954,-0.127796094,14,1,3,20,13
2527840,0.879075744,-0.096412864,0.234733726,-0.094836046,-0.062710363,14,3,8,2,5
3271457,-0.009491921,-0.287178285,-0.478382535,0.061470893,-0.1485972,8,6,9,18,18
39013,0.047126381,-0.554510441,-0.241289084,0.081688632,-0.040893708,14,2,2,13,12
65882,0.728266435,0.505681341,0.137364179,0.139435521,0.403796202,11,7,5,3,16
81403,-0.008573776,-0.392287188,-0.271597891,-0.175324135,0.304425058,14,10,10,16,12
81841,-0.431232626,0.698737888,0.163551183,0.261785867,0.284096831,11,9,1,8,9
89058,-0.114433689,-0.261929628,0.060483393,-0.204489087,0.138631826,15,8,3,15,11
99104,-0.527438943,0.725223426,0.313299913,-0.226830506,0.057175206,9,9,1,12,9
119111,0.490877845,1.009002935,0.302114498,0.016830071,0.317358338,11,7,5,4,4
128249,-0.424345443,0.390475349,0.375547191,-0.262722973,-0.091256288,20,9,1,12,15
182598,-0.154977227,-0.257108722,0.333546618,0.047849792,-0.046552937,14,1,3,7,11
196969,-0.341878279,0.437452003,-0.079092669,-0.044187035,-0.061592718,9,5,6,8,9
228087,-0.306666872,0.354349813,-0.247658702,-0.213626794,0.032991666,11,4,6,17,9
240665,-0.182996763,0.11297989,-0.380162147,0.10228858,-0.336589894,14,5,6,9,17
298764,-0.077301313,-0.353537512,0.078828087,-0.088213998,0.029865527,14,10,3,15,3
299277,-0.421621198,0.599746279,0.364606421,0.29511242,0.246540969,14,9,1,8,15
299882,-0.393411899,0.437626209,0.189729895,-0.042856542,-0.183221586,9,9,1,8,9
301619,-0.178886302,0.04924562,-0.085732089,0.171571038,-0.133402258,14,5,6,9,2
345355,-0.20484067,-0.088674446,0.296119167,-0.029130603,-0.100542752,14,8,4,7,1
370326,-0.301251678,0.08033882,0.44261022,-0.012042551,-0.20449087,14,9,4,6,1
412715,-0.294526305,0.253465402,-0.044818004,-0.176248167,0.021931302,12,4,1,12,9
418740,0.034657973,-0.498033088,-0.250241199,0.302139196,-0.219823797,14,2,2,14,8
480549,0.959953844,-0.176484335,-0.111997563,0.145039104,-0.268662472,14,3,8,3,7
516202,-0.274367831,0.148285101,-0.028955995,-0.356552045,0.095433689,14,4,1,12,19
536122,-0.101711777,-0.166849544,-0.134827532,-0.073610384,0.184459663,11,10,10,16,10
570061,-0.032706095,-0.279332727,-0.293868716,0.099637839,-0.027948498,14,2,9,18,18
620495,-0.162823604,0.012965327,0.116128851,0.371520208,0.165095101,14,1,4,10,2
624215,-0.046114811,-0.137082224,-0.497653958,-0.060480019,0.353738856,15,6,7,19,20
652255,-0.288361693,0.093174466,0.257332244,-0.241215724,0.050368531,10,9,1,12,15
749476,-0.33129236,0.156731583,0.42637822,-0.179164786,-0.08242643,6,9,1,6,15
751910,0.041572259,-0.408529628,-0.448668082,0.313451976,-0.164981454,14,2,9,14,18
758402,-0.126743097,-0.326745461,0.443480683,-0.082301684,0.222647974,14,8,3,15,11
758453,-0.034655399,-0.404950962,-0.092153699,-0.06140901,0.044117122,14,10,10,13,3
788937,0.965824724,-0.112785716,-0.307761616,-0.309348524,0.172289062,15,3,8,3,7
792733,-0.303653409,0.190602039,0.241647027,-0.083824038,-0.082461439,14,9,1,12,15
803544,-0.081764441,-0.315567986,0.169984948,0.300569835,-0.166907412,14,1,3,20,13
821590,-0.107023139,-0.145436411,-0.329442744,-0.165824725,0.025608971,15,6,7,19,20
891264,0.007607851,-0.436392332,-0.263868764,0.076901012,0.028303642,14,2,9,18,12
891911,-0.01232447,-0.452540586,-0.081699324,-0.230465724,0.217250587,15,10,10,16,3
923801,-0.248510631,-0.002561975,0.276668911,-0.108793412,-0.069198326,14,8,4,11,1
987777,0.88043001,0.094642935,-0.261113732,-0.212956886,-0.050482728,15,3,8,3,7
998969,-0.231563722,0.066152173,0.279202094,0.312840121,-0.088827488,14,1,4,6,1
49062,-0.117880815,-0.388657374,0.450770503,0.102129011,-0.123707864,14,1,3,7,13
334770,-0.18225438,0.061629665,0.012751604,0.217988013,0.216344037,11,5,1,10,2
551465,-0.292085415,0.390415299,-0.439591133,-0.14820798,-0.206909567,9,5,6,5,17
591104,-0.151752809,0.026071348,-0.160279841,-0.02598412,0.539849324,12,4,7,1,19
793225,0.031906871,-0.404451693,-0.452177643,0.057796886,-0.083570145,8,2,9,18,12
868092,0.588812812,0.855213613,0.060072978,0.146250008,0.125347866,11,7,5,4,4
935739,0.87567701,0.154185896,-0.362418774,-0.061110309,-0.202830085,15,3,8,3,7
951374,0.880900125,-0.03661688,0.038772197,-0.279655113,0.059227691,16,3,8,3,7
2825814,-0.017996536,-0.367003568,-0.280489494,-0.033635982,-0.033400847,14,2,9,18,12
3180014,-0.214938496,0.260049798,-0.59379117,-0.039365786,-0.268251505,15,5,6,5,17
4451,0.057912452,-0.475690992,-0.435850581,0.304670225,-0.217831969,14,2,9,14,12
76881,-0.223690557,0.156978847,-0.392943649,-0.322999978,0.0495219,2,4,6,17,17
101946,0.757725567,0.292382133,0.158317987,-0.045015903,-0.015006057,15,3,8,2,6
118189,-0.064747475,-0.30378938,-0.112574225,-0.035426531,-0.03410968,6,10,2,13,3
148477,-0.115063278,-0.099706027,-0.431200617,-0.327208622,0.164852177,15,4,7,19,14
162233,-0.300954412,0.17636,0.243951435,-0.053627243,-0.058997455,14,9,1,6,15
182302,-0.213149395,0.126831413,-0.200357148,0.009304989,-0.158762905,14,5,6,5,17
213921,-0.036208645,-0.521783092,0.204839747,0.056895557,-0.025650177,14,1,3,13,13
277572,0.015682529,-0.35048163,-0.460911505,0.065951991,0.023053586,14,6,9,18,12
278559,-0.407338801,0.346505546,0.384178652,-0.257983442,-0.073488538,5,9,1,12,15
314346,-0.320868858,0.21219015,0.048172577,-0.406653725,0.102609534,6,4,1,12,15
315403,-0.135301936,-0.279310193,0.433692874,0.413229334,-0.322052866,14,1,3,20,13
337631,0.758750539,0.116599927,0.4623781,-0.114328792,-0.035301184,2,3,8,2,5
421122,-0.43602042,0.545605598,0.367168472,-0.020527323,0.328692634,2,9,1,12,15
490738,0.834164534,0.145490964,-0.089652855,-0.154658952,-0.118165572,15,3,8,3,7
578999,0.886746883,0.029082258,-0.156079271,-0.206825282,-0.016803844,15,3,8,3,7
582930,-0.257379378,0.051380817,0.458779418,0.245820469,-0.151351251,14,1,4,6,1
620056,-0.284402958,0.052144965,0.449415463,0.072700595,-0.245585325,14,9,4,6,1
638918,-0.443110828,0.592702054,0.356987547,0.142180068,0.139253435,11,9,1,8,15
674662,-0.103036898,-0.234337788,-0.1284692,-0.152994107,0.075387352,14,10,10,16,3
681956,-0.115759966,-0.14290086,-0.146037059,-0.10190055,-0.051926819,15,10,10,16,10
686359,0.003781649,-0.506365652,-0.069524497,0.139473455,-0.122373306,14,2,2,13,8
753706,-0.121603765,-0.407243454,0.546018948,0.085127089,-0.090743625,14,1,3,7,13
778344,-0.373282642,0.264063977,0.309963914,-0.406584013,0.085627211,15,9,1,12,15
797056,-0.37585752,0.363906921,0.202118733,-0.11370222,-0.174573197,10,9,1,8,15
798992,-0.2466922,0.102574433,0.269697967,0.239024328,-0.043719048,14,9,1,6,15
805661,-0.175440494,-0.185923145,0.316746322,0.027322805,-0.079996963,14,1,3,7,11
806507,-0.145738198,-0.083088918,-0.159438887,-0.181542024,0.03875809,15,4,7,1,10
807428,0.762497298,0.068779258,0.469211241,-0.307284877,0.070450556,12,3,8,2,5
819344,-0.115922747,-0.056524233,-0.433705884,-0.300868848,0.283578045,16,4,7,19,14
842269,-0.323987554,0.224572545,0.230130187,-0.18928524,-0.08638549,6,9,1,12,15
849672,-0.449089384,0.948093178,-0.151912334,0.62299176,0.105189307,4,5,6,5,9
860561,-0.1075207,-0.143744976,-0.235994391,0.084480526,-0.218574827,14,2,9,9,18
894962,-0.181121472,-0.168853196,0.505392778,0.183723707,-0.05574141,14,1,3,7,11
922704,0.891402056,-0.125739867,0.241460751,0.130359227,-0.27437628,14,3,8,2,5
925837,0.047440983,-0.443809233,-0.443398316,0.207960167,-0.141228108,14,2,9,14,12
2285572,-0.103036898,-0.234337788,-0.1284692,-0.152994107,0.075387352,14,10,10,16,3
9084,-0.169590726,-0.211406627,0.323086673,-0.078722231,0.035846824,14,8,3,7,11
49026,-0.10957109,-0.270536129,0.156585842,0.146097822,-0.149157765,14,1,3,20,13
194246,0.958359413,-0.124125711,-0.213522966,-0.04207549,-0.087776557,14,3,8,3,7
352164,-0.332011254,0.608279011,-0.269489649,0.174017929,0.498329042,11,4,6,17,17
359199,-0.388707811,0.782980828,-0.309380893,0.316773824,0.120615776,11,5,6,5,17
773615,-0.318061487,0.486465277,0.217182834,0.784844479,0.076991537,18,5,1,8,9
808198,-0.325442439,0.41132324,-0.067632491,-0.072090467,0.15472871,11,4,6,17,9
861687,-0.014761646,-0.338443324,-0.377929694,-0.124894382,0.044791457,14,6,9,18,12
2841398,-0.063468145,-0.309208528,-0.11104176,-0.041148772,-0.056307518,14,2,2,13,3
3446629,0.837062602,0.183641038,-0.187211008,-0.13360888,-0.133812946,14,3,8,3,7
19701,-0.046921243,-0.238197223,-0.301148324,0.046728037,0.088872849,14,6,9,18,18
52093,0.946645591,-0.079831715,-0.315440569,-0.287908316,0.150832599,14,3,8,3,7
74970,-0.252927014,0.177451475,-0.213771525,-0.302118833,0.096796357,6,4,6,17,19
107249,-0.078647238,-0.279614815,-0.11887539,-0.193071438,0.112780631,15,10,10,16,3
128266,-0.154249966,0.031897768,-0.361655495,0.013772648,-0.092426943,14,5,7,9,14
162820,-0.307560789,0.241831334,-0.04821469,-0.289188855,-0.004856346,15,4,1,12,9
179714,-0.49213439,0.60273031,0.332624921,-0.043765997,-0.358828801,4,9,1,8,15
193231,0.066318986,-0.47194609,-0.432202058,0.058205133,0.170194557,14,10,9,18,12
230963,-0.050656741,-0.342978993,-0.195346779,-0.048503771,-0.034295713,17,10,2,13,12
233228,-0.355848438,0.205960767,0.414616431,-0.22764847,-0.052959695,15,9,1,12,15
254556,-0.331546616,0.216410138,0.415749454,0.09438313,-0.331990943,14,9,1,6,15
301955,-0.335239441,0.414142964,-0.262791999,-0.289228075,-0.04725483,2,5,6,17,9
337271,-0.149540615,0.02631677,-0.455509069,-0.180963996,-0.029509524,6,6,7,19,14
414889,-0.118199933,-0.375341427,0.450600014,0.008392654,0.085830606,14,8,3,7,11
449578,-0.199554887,-0.13034602,0.305300082,-0.204366746,0.106125406,14,8,4,11,1
509356,-0.305545431,0.105968147,0.437304639,-0.1190065,-0.106032759,15,9,4,6,1
517264,-0.271483237,0.339725715,-0.236203105,0.050841976,-0.009629493,9,5,6,5,17
546214,-0.02496789,-0.415079311,-0.088113719,-0.086213637,0.05289633,14,10,10,16,3
567570,-0.089957022,-0.25844983,-0.123133285,-0.236771469,0.138272926,14,10,10,16,3
582419,0.052160134,-0.469019349,-0.439180617,0.304058407,-0.286617211,14,2,9,14,18
626939,-0.107450792,-0.286497016,0.1585122,0.15474971,-0.206210734,14,1,3,20,13
673933,-0.294179177,0.069883676,0.444950033,-0.029577622,-0.184839023,14,9,4,6,1
674749,-0.277371145,0.078843379,0.260345168,-0.198778374,-0.026101133,20,9,1,12,15
742166,-0.200224474,0.307734295,-0.489803363,0.126558749,0.302673388,6,5,6,19,17
746010,-0.091192959,-0.049167484,-0.524616152,0.107328438,-0.129717609,14,6,7,9,14
751613,-0.247578632,0.301908241,-0.511836899,0.013205542,-0.326248434,4,5,6,5,17
765997,0.764422053,0.323574456,-0.21813223,-0.451784125,0.193414213,12,7,8,3,16
816517,-0.158271246,-0.13445706,0.03247374,-0.162848133,0.028253237,15,8,4,11,11
829267,0.551046775,0.810553893,0.139979037,0.064123122,-0.416055543,9,7,5,4,4
831236,-0.244290203,0.346629949,-0.225949319,0.333972325,0.024134946,14,5,6,5,17
879144,-0.145426246,-0.118182758,0.42033494,0.370580639,0.218260852,8,1,3,7,11
892775,-0.064311185,-0.231713352,-0.309201042,-0.125539458,0.05469992,12,6,9,18,20
928942,0.604949594,0.699943058,0.077698498,-0.142363008,0.03923268,11,7,5,4,4
933883,-0.20265835,-0.09928541,0.299220711,-0.01475896,-0.093795103,14,8,4,7,1
943268,0.635087951,0.640685084,0.379372307,0.416536438,0.006233575,14,7,5,4,4
2577980,-0.166811411,-0.274033572,0.518222617,0.090854033,-0.1638359,14,1,3,7,11
335,-0.237975955,-0.031043175,0.472989905,0.079394584,-0.02025194,14,8,4,6,1
24309,0.875629887,-0.055719674,0.133517592,-0.278603785,0.07014663,16,3,8,2,5
81849,0.772010092,0.355597509,0.163767231,0.153960706,0.27354374,11,3,8,3,16
108554,0.670213629,0.440859881,0.121282867,-0.346027352,0.041724855,12,7,5,4,16
233035,-0.460764273,0.5044617,0.351829332,-0.177745988,-0.192575976,20,9,1,12,15
371879,-0.159311818,0.020799161,-0.363522017,-0.068877136,-0.109745035,14,5,7,5,14
601079,-0.036371285,-0.226364649,-0.491573223,-0.020835477,-0.090216037,14,6,9,18,20
781932,0.587572865,0.618815957,0.556950895,0.010105952,0.223414259,11,7,5,4,6
811897,-0.09648979,-0.184736106,-0.228326491,-0.068610292,-0.063432163,6,6,9,18,18
812046,-0.110574811,-0.195943072,-0.136149146,-0.15920956,0.053921565,14,10,10,16,3
893111,-0.224567213,0.114211645,-0.198926199,-0.237987286,0.112951709,16,4,6,17,19
1028746,-0.053981816,-0.345141438,-0.10419261,-0.082842005,0.014668561,6,10,10,16,3
3380137,-0.189773102,0.012067823,-0.087160331,-0.071688901,-0.122473253,15,9,1,8,9
11754,-0.210461213,0.112327956,-0.291772703,-0.172920721,-0.076275062,14,5,6,17,17
16132,-0.103283442,-0.40127271,0.455926072,0.132954738,-0.110074897,14,1,3,7,13
21292,-0.111248498,-0.084536301,-0.432170977,-0.180533506,0.012594511,6,6,7,19,14
21747,-0.131532143,0.111940476,-0.45201971,0.218446268,0.192061275,11,6,7,19,14
27221,-0.412283826,0.50939417,0.081351257,-0.010488659,-0.346079218,14,9,1,8,9
28772,-0.211162941,0.071622261,-0.19273872,-0.074053494,-0.13388415,14,5,6,5,17
29867,-0.264848577,0.231778267,-0.22556201,-0.022171671,-0.254731289,20,5,6,5,9
38579,-0.174615952,-0.096965738,0.025035557,-0.093037859,-0.070995013,14,8,4,11,1
46184,-0.239875237,0.266804101,-0.503339234,-0.092867853,-0.128514094,20,5,6,5,17
52151,-0.055019978,-0.002547353,-0.319063434,0.369818347,0.569618423,16,6,7,19,14
74952,-0.434655935,1.014544928,-0.342513331,0.49786627,0.345532937,13,5,6,5,17
118791,-0.239488403,0.002433814,0.27821298,0.002894514,-0.191927422,6,9,4,6,1
125822,-0.04337589,-0.385824775,0.191472194,0.498706806,-0.160923384,14,1,2,20,13
